Message: Iniciamos el keep alive con (169.254.78.9,3008) | Type: KeepAlive. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos el keep alive con (169.254.78.9,3008) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3011) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3013) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3020) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3027) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3042) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3043) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3047) | Type: KeepAlive. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos el keep alive con (169.254.78.9,3008) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3011) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3013) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3020) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3027) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3042) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3043) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3047) | Type: KeepAlive. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos el keep alive con (169.254.78.9,3008) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3011) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3013) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3020) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3027) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3042) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3043) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3047) | Type: KeepAlive. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos el keep alive con (169.254.78.9,3008) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3011) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3013) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3020) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.65.157,3027) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3042) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3043) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (169.254.78.9,3047) | Type: KeepAlive. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3008) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3011) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3013) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3020) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.65.157,3027) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3042) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3043) | Type: Update. 
Message: Enviamos updates al Nodo (169.254.78.9,3047) | Type: Update. 
Message: Iniciamos el keep alive con (10.1.137.159,3008) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3011) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.45,3013) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.45,3020) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.45,3027) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3042) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3043) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3047) | Type: KeepAlive. 
Message: El nodo(10.1.137.159,3011) estaba dormido, pero ha despertado | Type: KeepAlive. 
Message: El nodo(10.1.137.159,3008) estaba dormido, pero ha despertado | Type: KeepAlive. 
Message: El nodo(10.1.137.159,3042) estaba dormido, pero ha despertado | Type: KeepAlive. 
Message: El nodo(10.1.137.159,3043) estaba dormido, pero ha despertado | Type: KeepAlive. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3008) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3011) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3013) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3042) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3043) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3008) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3011) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3013) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3020) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3042) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3043) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3047) | Type: Update. 
Message: Iniciamos el keep alive con (10.1.137.159,3008) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3011) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.45,3013) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.45,3020) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.45,3027) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3042) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3043) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3047) | Type: KeepAlive. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3008) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3011) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3013) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3020) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3027) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3042) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3043) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3008) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3011) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3013) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3020) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3027) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3042) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3043) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3008) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3011) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3013) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3020) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3027) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3042) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3043) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3047) | Type: Update. 
Message: Iniciamos el keep alive con (10.1.137.159,3008) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3011) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.45,3013) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.45,3020) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.45,3027) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3042) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3043) | Type: KeepAlive. 
Message: Iniciamos el keep alive con (10.1.137.159,3047) | Type: KeepAlive. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3008) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3011) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3013) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3020) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.45,3027) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3042) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3043) | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3047) | Type: Update. 
Message: Iniciamos los updates | Type: Update. 
Message: Enviamos updates al Nodo (10.1.137.159,3008) | Type: Update. 
